"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.biglybt.android.client","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/client/CoreProxyPreferences.java","3","19","The class 'CoreProxyPreferences' is suspected to be a Data Class (WOC=0.000%, NOPA=7, NOAM=0, WMC=5)","Design","DataClass"
"1","com.biglybt.android.client.fragment","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/client/fragment/PrefFragmentHandlerCore.java","3","50","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","com.biglybt.android.client.fragment","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/client/fragment/PrefFragmentHandlerCore.java","3","96","Avoid really long methods.","Design","ExcessiveMethodLength"
"3","com.biglybt.android.client.fragment","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/client/fragment/PrefFragmentHandlerCore.java","3","302","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","com.biglybt.android.client.service","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/client/service/BiglyBTService.java","3","114","Avoid really long classes.","Design","ExcessiveClassLength"
"2","com.biglybt.android.client.service","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/client/service/BiglyBTService.java","3","117","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","com.biglybt.android.client.service","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/client/service/BiglyBTService.java","3","779","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","com.biglybt.android.core.az","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/core/az/BiglyBTManager.java","3","135","Avoid really long methods.","Design","ExcessiveMethodLength"
"2","com.biglybt.android.core.az","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/core/az/BiglyBTManager.java","3","558","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.biglybt.android.core.az","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/coreFlavor/java/com/biglybt/android/core/az/PlatformManagerImpl.java","3","39","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","com.biglybt.android.adapter","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/main/java/com/biglybt/android/adapter/FlexibleRecyclerAdapter.java","3","53","Avoid really long classes.","Design","ExcessiveClassLength"
"2","com.biglybt.android.adapter","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/main/java/com/biglybt/android/adapter/FlexibleRecyclerAdapter.java","3","57","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","com.biglybt.android.adapter","/home/matheus/smells-issues-nlp/repositories/BiglySoftware_BiglyBT-Android/BiglyBT/src/main/java/com/biglybt/android/adapter/FlexibleRecyclerAdapter.java","3","743","Avoid really long methods.","Design","ExcessiveMethodLength"
