"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","io.scal.secureshareui.controller","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/io/scal/secureshareui/controller/ArchiveSiteController.java","3","82","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","io.scal.secureshareui.model","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/io/scal/secureshareui/model/Account.java","3","10","The class 'Account' is suspected to be a Data Class (WOC=11.765%, NOPA=2, NOAM=14, WMC=20)","Design","DataClass"
"1","net.opendasharchive.openarchive","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/net/opendasharchive/openarchive/MainActivity.java","3","79","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","net.opendasharchive.openarchive","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/net/opendasharchive/openarchive/MainActivity.java","3","308","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","net.opendasharchive.openarchive","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/net/opendasharchive/openarchive/ReviewMediaActivity.java","3","65","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","net.opendasharchive.openarchive.db","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/net/opendasharchive/openarchive/db/Media.java","3","29","The class 'Media' is suspected to be a Data Class (WOC=13.793%, NOPA=23, NOAM=24, WMC=30)","Design","DataClass"
"1","net.opendasharchive.openarchive.fragments","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/net/opendasharchive/openarchive/fragments/MediaViewHolder.java","3","60","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","net.opendasharchive.openarchive.util","/home/matheus/smells-issues-nlp/repositories/OpenArchive_openarchive/app/src/main/java/net/opendasharchive/openarchive/util/Utility.java","3","47","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
