"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.emunix.unipatcher.patcher","/home/matheus/smells-issues-nlp/repositories/btimofeev_UniPatcher/app/src/main/java/org/emunix/unipatcher/patcher/APS_N64.java","3","50","Avoid really long methods.","Design","ExcessiveMethodLength"
"1","org.emunix.unipatcher.patcher","/home/matheus/smells-issues-nlp/repositories/btimofeev_UniPatcher/app/src/main/java/org/emunix/unipatcher/patcher/UPS.java","3","221","The class 'UpsCrc' is suspected to be a Data Class (WOC=16.667%, NOPA=0, NOAM=4, WMC=6)","Design","DataClass"
"1","org.emunix.unipatcher.ui.activity","/home/matheus/smells-issues-nlp/repositories/btimofeev_UniPatcher/app/src/main/java/org/emunix/unipatcher/ui/activity/FilePickerActivity.java","3","62","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","org.emunix.unipatcher.ui.activity","/home/matheus/smells-issues-nlp/repositories/btimofeev_UniPatcher/app/src/main/java/org/emunix/unipatcher/ui/activity/FilePickerActivity.java","3","317","The class 'FileEntry' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=4, WMC=4)","Design","DataClass"
"1","org.emunix.unipatcher.ui.fragment","/home/matheus/smells-issues-nlp/repositories/btimofeev_UniPatcher/app/src/main/java/org/emunix/unipatcher/ui/fragment/PatchingFragment.java","3","49","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
