"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.flyve.inventory.agent.core.home","/home/matheus/smells-issues-nlp/repositories/flyve-mdm_android-inventory-agent_/app/src/main/java/org/flyve/inventory/agent/core/home/HomeSchema.java","3","26","The class 'HomeSchema' is suspected to be a Data Class (WOC=13.333%, NOPA=0, NOAM=10, WMC=15)","Design","DataClass"
"1","org.flyve.inventory.agent.schema","/home/matheus/smells-issues-nlp/repositories/flyve-mdm_android-inventory-agent_/app/src/main/java/org/flyve/inventory/agent/schema/ListInventorySchema.java","3","3","The class 'ListInventorySchema' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=6)","Design","DataClass"
"1","org.flyve.inventory.agent.schema","/home/matheus/smells-issues-nlp/repositories/flyve-mdm_android-inventory-agent_/app/src/main/java/org/flyve/inventory/agent/schema/ServerSchema.java","3","3","The class 'ServerSchema' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=8)","Design","DataClass"
