repository,state,closed_at,title,label,is_bug,body
termux/termux-widget,open,,Feature request: Have a widget that shows the output of a command,[],0,"I'd love to have the possibility to have widgets that executes a command every x seconds (chosen by user) and displays the output in the widget area!

Anyways, just discovered Termux, it's awesome, great work :)"
termux/termux-widget,open,,Widgets all named 'Termux:Widget',[],0,"Widgets are working great! Thanks for this.

When I first create a widget it has the name of the script. But after some amount of time the name of the widget is reset to 'Termux:Widget', which makes it difficult to distinguish the widgets from each other. Any sense of what might be going on here? I am on Android 8.0.0 if that is helpful.  "
termux/termux-widget,open,,Update icon to match app icon,[],0,"On my phone (Pixel 3) the widget icon has a white border around it, while the icon in the app drawer doesn't have this. It would be nice if the widget icon is changed to match the app drawer icon.

Current widget icon:
![image](https://user-images.githubusercontent.com/601966/49258673-94672880-f436-11e8-8c5c-3a0ebc9d8886.png)

Current app drawer icon:
![image](https://user-images.githubusercontent.com/601966/49258679-9c26cd00-f436-11e8-846a-11a285c1cb5b.png)"
termux/termux-widget,open,,Termux:Styling ,[],0,Termux:Styling doesn't apply on widget 
termux/termux-widget,open,,Sort order of numbers,[],0,"The sort order of numbers in All Shortcuts is 1,10,2
Can you change that to 1,2,10?"
termux/termux-widget,open,,[request] Show only scripts with specific string in widget,[],0,"Just a suggestion, I would like to know if it's possible to add a parameter when setting the widget to only shows scripts that have a specific string in the filename. This would make it possible to have multiple multi-scripts widgets, each one searching for a specific substring."
termux/termux-widget,closed,2018-09-21 23:33:15,updated gradles and code,[],0,"updated gradles to 28, java 1.8 compatibility, etc"
termux/termux-widget,closed,2018-06-24 04:26:52,script not executing external commands,[],0,"I've been facing a frustrating error when executing Nodejs/bash scripts in Termux-Widget app.

**Android**: 7.1.1
**Node**: 9.11.1
**NPM**: 6.1.0
**Termux**: 0.61
**Termux-Widget**: 0.8

I saved a Nodejs script in $HOME/.shortcuts as usual.

    #!/data/data/com.termux/files/usr/bin/env node

    const { exec } = require(""child_process"");
  
     exec(""npm -v"", (err, stdout) => {
       if(err) {
         console.log(err);
         return;
       }
       console.log(`stdout: ${stdout}`);
     });

When i execute this script in the shell with `node test.js`, I get the expected result, which is the current version of my installed npm. But when i execute it using the Termux-Widet, it outputs following error message:

    err: Error: Command failed: npm -v
    /data/data/com.termux/files/usr/bin/sh: 1: npm: not found

**Obs 1**: The same output was given when I tried `npm -v` using bash language.

**Obs 2**: It doesn't execute commands like **npm** and **ng generate...**, but do execute **ls** and **cd**

**Obs 3**: I already tried **termux-fix-shebang** and **termux-exec**.

**Obs 4**: In the same script, when i execute the following snippet, it lists NPM inside /bin directory.

    exec(""ls /data/data/com.termux/files/usr/bin"", (err, stdout) => {
      console.log(stdout);
    });

    ...
    node
    nohup
    npm
    nproc
    npx
    ...

If it's not related to the approach used, i guess there's a bug, or not notified feature, in the execution context of Termux-Widget, because inside the script, it lists NPM package, but doesn't execute it at all."
termux/termux-widget,open,,[wishlist] Support .desktop files,[],0,"Current shortcuts are typically command-line programs that use stdin/out and have a delimited life time. With [git-annex](http://git-annex.branchable.com/devblog/day_497__rethinking_the_android_port/) [coming to termux](https://github.com/termux/termux-packages/issues/420), the possibility of other webapp-style local apps following, as well as envisioning the consequenes of an [SDL2 port to termux](https://github.com/termux/termux-packages/issues/51), those might be only a part of what we might want to launch from a desktop icon. Scripts that utilize `termux-toast` or `termux-dialog` likely would also prefer to indicate that they don't need the background terminal.

I suggest that [Linux desktop files](https://specifications.freedesktop.org/desktop-entry-spec/desktop-entry-spec-latest.html) be adopted for that purpose. termux-widget could not only look for executable files in `~/.shortcuts`, but also for .desktop files as `$XDG_DATA_DIRS/applications/**/*.desktop`. Those files could state a localized name of the launcher, an icon, carry custom metadata (like for #20 / #10) and indicate whether a terminal window should be shown at all by setting the `Terminal` key.

(Alternatives are assuming that everything is shell script and putting metadata in comment lines after the shebang (a practice that has some spread but which I deplore), or Windows 3.1 style [PIF files](https://en.wikipedia.org/wiki/Program_information_file)).

Games like `moria` already have appropriate .desktop files in their Debian packages, and could thus easily become launcher-enabled through termux-widget, complete with name and icon. (Or through a successor to termux-widget, if it turns out that .desktop files are the way to go but termux-widget should stay and there'd be another app that implements .desktop files)."
termux/termux-widget,open,,Feature request: Make the widget's fg & bg colors user configurable,[],0,"The widget is a great addition to termux. Unfortunately, it doesn't look pretty.

I think the user experience could be greatly improved by making the title/list background/foreground colors user configurable somehow.

Regards"
termux/termux-widget,open,,Termux widget shows non-executable files,[],0,"### Current behavior
Widget shows non-executable files.

### Expected behavior
Only executable files should appear in the widget.
"
termux/termux-widget,open,,Termux-widget not starting termux ,[],0,"If i press on any shortcut on the widget, it does not open termux (cold start).
But if i open termux, and leave it and then click on any shortcut, it opens up and runs fine.

Let me know how can i help debug it more for you!

Thanks for termux!"
termux/termux-widget,closed,2017-11-01 22:15:17,All Shortcuts widget crashes after update to Termux 0.54,[],0,"Since updating to Termux 0.54 trying to run a script from the All Shortcuts widgets cause an error to pop up sating that Termux-Widget has crashed. After that the widget stops working and I need to remove it and add it again. Initially the scripts run as expected but after a short time the same happens.

This is on a Pixel 2."
termux/termux-widget,open,,"1x1 shortcut widgets become ""invalid"" after reboot",[],0,"On my LG G3, when i add a ""shortcut"" widget to my launcher (and select the script from ~/.shortcuts/ directory) it works fine until next reboot, after which trying to start it just pops up a ""toast"" message at the bottom of the screen saying: ""This shortcut has become invalid - remove and add again"" It doesn't seem to be a permission issue, because running 'setenforce 0' and immediately trying one of these ""invalid"" shortcuts produces the same error.

Works fine on my galaxy s3.
Both phones are running Lineage OS 14.1 (android 7.1.2)

Tested with nova launcher and trebuchet, same result.
"
termux/termux-widget,open,,termux-exec integration,[],0,It seems that `LD_PRELOAD` is not set when executing shortcuts as it happens with `$PREFIX/bin/login`. It would be a great addition to allow running the same scripts on both Termux and symlinked shortcuts :)
termux/termux-widget,open,,Allow files to be opened with a shortcut,[],0,"When in a file browser, users can open files with eligible apps. Users can select termux to open a file, which will make termux to copy the file to Downloads.

It would preferable, if termux could make use of the shortcuts defined for termux-widget to open a file sent to termux.

Example:

- Define a shortcut for VIM
- Open a file from a file browser and send it to termux
- Choose the VIM shortcut to handle the file
- The file is opened in vim and the user won''t hardly notice vim isn't a native android app.

There actually is no need to copy the file to Downloads first, since the storage is available via 
 ~/storage/shared once termux-setup-storage is run.

Regards"
termux/termux-widget,open,,[Request] Add widget for folder,[],0,Add widget for folder please
termux/termux-widget,open,,Option to restore sessions from widget,"[Label(name=""enhancement"")]",0,"_From @kokoko3k on March 2, 2017 9:54_

Would it be possible, or maybe it already is, to restore opened sessions when tapping an entry on the widget, instead of launching a new one?

To be clear,
-make an ssh shortcut to a remote server
-start it
-do not close/disconnect from it
-start it again

You ends having 2 connections to the same server, i would like to have a way to choose the running one.

_Copied from original issue: termux/termux-app#265_"
termux/termux-widget,closed,2016-12-27 09:51:45,After update to Termux-0.44 widget scripts crash,[],0,"Just updated to Termux-0.44 and now all scripts that I try to run via the widget extension cause Termux to crash, if I connect my phone (Pixel) via adb logcat I get the following around the time of the crash.

http://pastebin.com/cv7fASQd

Reverting to 0.42 gets things working again."
termux/termux-widget,open,,[Request] Add ability to set widget background color and opacity,"[Label(name=""enhancement"")]",0,"This is an optional function, but for visual satisfaction it would be nice to configure at least the transparency of the widget background. Accordingly when changing the background you should also add the ability to change the color of text (white for dark background and black for light)."
termux/termux-widget,closed,2016-12-28 23:48:13,Run shortcut in the background,"[Label(name=""enhancement"")]",0,"This has been talked about extensively in the IRC channel and (I think) in the Google+ community. For me personally, this is a the most important feature that Termux needs. It would allow for communication between apps like Tasker and Termux. 

Examples that I would like to do:
- Launch a backup script at a certain time, location and if plugged in with Tasker (I have that, it retries if it fails for some reason. Yesterday my internet didn't work and in the morning I had to close 137 Termux sessions)
- Get the output of a command with Tasker and add it to a Zooper or Minimalistic Text widget. (Like [this](https://oliverse.ch/tech/2016/02/16/display-output-of-a-bash-script-on-a-widget.html), but without the need for a constantly running Termux loop)
- Run scripts on a [Flic ](https://flic.io/)button press
"
