files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.63 s (104.0 files/s, 6593.9 lines/s)"
88,Java,1306,1340,5464
77,XML,316,33,1866
1,Bourne Again Shell,19,20,121
1,Python,17,2,98
1,DOS Batch,24,2,64
1,IDL,10,0,54
1,YAML,3,1,20
