files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=6.97 s (117.3 files/s, 11354.0 lines/s)"
464,Java,10539,4901,46220
350,XML,1859,425,14697
1,IDL,34,0,172
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
