files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=7.32 s (89.4 files/s, 8890.3 lines/s)"
409,XML,893,1073,32539
237,Java,4187,3804,22057
3,Bourne Shell,26,28,155
2,PHP,20,18,101
1,DOS Batch,23,2,59
1,YAML,10,0,44
1,make,5,0,9
