files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=3.23 s (95.0 files/s, 6238.3 lines/s)"
260,XML,523,555,10225
43,Java,1443,1137,5990
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,YAML,8,0,19
1,IDL,2,0,15
