files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.69 s (103.7 files/s, 9781.6 lines/s)"
134,Java,3215,376,10337
37,XML,195,51,1962
1,Bourne Again Shell,19,20,121
1,HTML,12,0,89
1,DOS Batch,24,2,64
1,IDL,2,0,15
