files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.41 s (61.3 files/s, 2734.2 lines/s)"
20,XML,71,1,374
2,Java,63,35,305
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,IDL,2,0,15
