files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.47 s (50.8 files/s, 2696.2 lines/s)"
14,XML,28,21,523
7,Java,82,20,326
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,IDL,4,0,21
