files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.10 s (77.2 files/s, 5544.2 lines/s)"
30,Java,515,238,3021
52,XML,246,83,1723
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,IDL,4,0,21
