files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=2.53 s (93.8 files/s, 13584.4 lines/s)"
218,Java,4281,2391,26888
10,Maven,29,1,533
5,Bourne Shell,30,10,90
3,XML,12,22,42
1,DOS Batch,0,0,1
