files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=2.68 s (104.5 files/s, 11476.8 lines/s)"
100,Java,1945,2106,13160
179,XML,619,2725,10139
1,IDL,11,0,55
