files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.02 s (80.6 files/s, 12896.9 lines/s)"
48,Java,1396,1640,8965
23,XML,58,31,418
6,Bourne Shell,36,25,188
1,C,24,6,184
1,DOS Batch,23,2,59
2,IDL,5,0,31
1,YAML,5,2,27
