files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=2.77 s (65.0 files/s, 13731.1 lines/s)"
115,Java,3090,4258,23131
61,XML,379,415,6467
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,YAML,6,4,23
1,IDL,2,0,21
