files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.49 s (77.2 files/s, 8388.0 lines/s)"
24,Java,435,918,2079
11,XML,29,18,406
1,HTML,6,0,69
1,CSS,12,0,64
1,Ant,17,59,16
