files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=11.39 s (74.0 files/s, 14693.8 lines/s)"
554,Java,19771,12041,88069
281,XML,1387,1024,43975
1,Perl,1,1,674
1,Bourne Again Shell,20,21,128
3,Bourne Shell,27,17,64
1,DOS Batch,23,2,59
1,HTML,0,0,17
1,YAML,2,0,9
