files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=1.23 s (96.7 files/s, 8385.4 lines/s)"
44,Java,661,99,4414
65,XML,567,92,3606
3,CSS,49,25,419
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,HTML,7,0,60
1,IDL,6,0,29
1,YAML,3,1,22
2,Javascript,0,7,7
