files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=2.42 s (79.4 files/s, 6629.8 lines/s)"
144,Java,2873,11,10698
42,XML,271,2,1860
1,Bourne Again Shell,20,21,123
2,DOS Batch,26,2,77
1,IDL,2,0,15
1,Bourne Shell,3,0,14
1,YAML,1,0,8
