files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.95 s (9.4 files/s, 689.6 lines/s)"
3,Bourne Shell,47,27,205
1,Java,26,6,199
1,DOS Batch,23,2,59
4,XML,8,0,55
