files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.38 s (50.4 files/s, 1956.4 lines/s)"
11,XML,16,2,269
1,Bourne Again Shell,19,20,121
3,Java,30,8,117
1,DOS Batch,24,2,64
1,IDL,4,0,21
2,Bourne Shell,5,0,16
