files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=0.48 s (92.1 files/s, 5531.4 lines/s)"
31,XML,166,6,985
10,Java,109,144,966
1,Bourne Again Shell,19,20,121
1,DOS Batch,24,2,64
1,IDL,2,0,15
